date,time,open,high,low,close,tickvol,vol,spread
2025.09.20,12:15:44,1.306307921880334,1.371953894091065,1.2601438022435039,1.3066669601807737,100,0,1
2025.09.20,12:16:44,1.2847811356611083,1.3278946042270112,1.2794304111066572,1.3015014606437312,100,0,1
2025.09.20,12:17:44,1.2569494489767803,1.285326048053731,1.1820893238870767,1.2815564671051558,100,0,1
2025.09.20,12:18:44,1.2827933513615366,1.3274754716129755,1.213862357151657,1.3042328892202693,100,0,1
2025.09.20,12:19:44,1.2839409804699862,1.3071188019250137,1.238689687601378,1.2459063908491277,100,0,1
2025.09.20,12:20:44,1.2666432053638905,1.298736535124852,1.2454371195758445,1.274495599256623,100,0,1
2025.09.20,12:21:44,1.2814365902622662,1.3257451543636605,1.2318804425567287,1.3214290783323377,100,0,1
2025.09.20,12:22:44,1.2339033049143753,1.3078982978418383,1.1859292380468935,1.2023466444117734,100,0,1
2025.09.20,12:23:44,1.2361886650274696,1.2904008132884108,1.1898867112411464,1.2790023970016549,100,0,1
2025.09.20,12:24:44,1.2372574548624886,1.2776683897185497,1.1614798364565913,1.2621666204251893,100,0,1
2025.09.20,12:25:44,1.3152765739532788,1.3796025991866019,1.272294842929432,1.3088896465050321,100,0,1
2025.09.20,12:26:44,1.2749524728487713,1.3576040895394208,1.2380897444559167,1.279919499313007,100,0,1
2025.09.20,12:27:44,1.3347242611222343,1.3803960976769745,1.2709707149910887,1.2906927958322432,100,0,1
2025.09.20,12:28:44,1.3935030856794048,1.4294868858484953,1.3435365820994818,1.377904937158538,100,0,1
2025.09.20,12:29:44,1.2830565045858227,1.3232845959466273,1.2552011440588466,1.2920864502826324,100,0,1
2025.09.20,12:30:44,1.2757972733407317,1.3347010877064875,1.1960525990466668,1.218792750914683,100,0,1
2025.09.20,12:31:44,1.312740284437248,1.347104282138466,1.2657559814066823,1.2750230892064727,100,0,1
2025.09.20,12:32:44,1.3253967602585177,1.3960815647999272,1.2767385476492592,1.2836835977802927,100,0,1
2025.09.20,12:33:44,1.3337232736428912,1.3735317258446902,1.2625007491955966,1.365355251093287,100,0,1
2025.09.20,12:34:44,1.366238092379926,1.4135451975006057,1.3261142920959788,1.4065576246835292,100,0,1
2025.09.20,12:35:44,1.5244778350988188,1.5800987330398935,1.4439957114647204,1.510318036157862,100,0,1
2025.09.20,12:36:44,1.4810623740369164,1.5263449205122583,1.433506248817101,1.4510171894552748,100,0,1
2025.09.20,12:37:44,1.4342308925069578,1.4855356210533284,1.3500608216037222,1.432926528040893,100,0,1
2025.09.20,12:38:44,1.4773609935339453,1.553987471491509,1.3908628263410627,1.4515653112841347,100,0,1
2025.09.20,12:39:44,1.517552347728475,1.5882133906707332,1.4891079334993875,1.5059514989999097,100,0,1
2025.09.20,12:40:44,1.51868101912232,1.5276653836878862,1.4816602295853132,1.4875851474956572,100,0,1
2025.09.20,12:41:44,1.4711353804149614,1.5198036395449068,1.3858622986745095,1.504834346537005,100,0,1
2025.09.20,12:42:44,1.5253207883270692,1.5530321728727088,1.4853101109600213,1.5507045124833443,100,0,1
2025.09.20,12:43:44,1.5399596050607807,1.597420101771907,1.5125159548628913,1.5752328110197718,100,0,1
2025.09.20,12:44:44,1.4921575166175927,1.5206253489298858,1.4369280662393196,1.4872300270352263,100,0,1
2025.09.20,12:45:44,1.450723773574227,1.4911264852511898,1.395699240925953,1.4817753727951875,100,0,1
2025.09.20,12:46:44,1.4687885469812445,1.5391865030157945,1.4191938347133741,1.4974509659430366,100,0,1
2025.09.20,12:47:44,1.4470378326392177,1.4866250308169275,1.3913449562204288,1.4429860392639582,100,0,1
2025.09.20,12:48:44,1.4804397848920754,1.510936658220585,1.4465357338608167,1.4665869178386275,100,0,1
2025.09.20,12:49:44,1.4650707739631015,1.5290843879452876,1.4278366254891082,1.4341737776991095,100,0,1
2025.09.20,12:50:44,1.5029744715163489,1.5724957812419638,1.476821969754607,1.552903820080951,100,0,1
2025.09.20,12:51:44,1.517483949743102,1.573559580980924,1.4806116203449764,1.55603631241078,100,0,1
2025.09.20,12:52:44,1.5836926767321506,1.6378256244692186,1.5613546790957848,1.576411188706265,100,0,1
2025.09.20,12:53:44,1.4728652263965176,1.5472480629622645,1.4276181631376943,1.433229342254486,100,0,1
2025.09.20,12:54:44,1.5063324002525056,1.5492168681430423,1.4459882345951303,1.525257431630366,100,0,1
2025.09.20,12:55:44,1.4168016936100711,1.46266818008782,1.3599393037679222,1.3817538177128577,100,0,1
2025.09.20,12:56:44,1.382251521184272,1.4288679180605433,1.340724555343576,1.3615554760494364,100,0,1
2025.09.20,12:57:44,1.3636730206075776,1.3678505442995441,1.328181010304481,1.3376037998055843,100,0,1
2025.09.20,12:58:44,1.3122870250819687,1.3988756159289255,1.2546552801363846,1.3786676657286432,100,0,1
2025.09.20,12:59:44,1.2144444761937458,1.2325831616637404,1.1270710159478026,1.2264711114665834,100,0,1
2025.09.20,13:00:44,1.247661096516868,1.3428026622240075,1.205039161274002,1.3218748830969695,100,0,1
2025.09.20,13:01:44,1.294177322770246,1.3242427934671814,1.2624951864998046,1.2719055529364878,100,0,1
2025.09.20,13:02:44,1.3526395780208456,1.4114091051585935,1.3325760636776358,1.3442726019756337,100,0,1
2025.09.20,13:03:44,1.3561604553966953,1.4360673686968992,1.3081718074602866,1.3459488919182558,100,0,1
2025.09.20,13:04:44,1.3093396561794848,1.3297785072664454,1.2065000095660336,1.2132703076903784,100,0,1
2025.09.20,13:05:44,1.3391019314109078,1.3915163414129337,1.3105048429768613,1.3606862451880248,100,0,1
2025.09.20,13:06:44,1.3215473067384165,1.4199922620549743,1.2609176272339284,1.3719054287249155,100,0,1
2025.09.20,13:07:44,1.3724440924646935,1.4396710249587807,1.3168365774661686,1.4006581958120523,100,0,1
2025.09.20,13:08:44,1.2983349437024965,1.3476915614193357,1.2219523159789127,1.3065812643631387,100,0,1
2025.09.20,13:09:44,1.361438819884717,1.416191726429961,1.3069943839045541,1.3793444236879573,100,0,1
2025.09.20,13:10:44,1.2972385884096937,1.3436318092357356,1.2446070312388087,1.288067590486945,100,0,1
2025.09.20,13:11:44,1.275218174844571,1.3402995523595445,1.212366852140603,1.3045521839344223,100,0,1
2025.09.20,13:12:44,1.2294372531983384,1.2781099182928668,1.1778379886921844,1.2348185674577499,100,0,1
2025.09.20,13:13:44,1.2054164178119031,1.2357622463005222,1.163530697107271,1.1978518473430468,100,0,1
2025.09.20,13:14:44,1.1782990868804692,1.2306375277793151,1.1344660643767683,1.159713544247084,100,0,1
2025.09.20,13:15:44,1.1060750374782122,1.1786138094317389,1.0494592974958985,1.0629383609439433,100,0,1
2025.09.20,13:16:44,1.2059615285943024,1.252808100891075,1.1708709809667748,1.1994245727818353,100,0,1
2025.09.20,13:17:44,1.2341136789039757,1.2742184398998102,1.1656912791888578,1.1958130654912988,100,0,1
2025.09.20,13:18:44,1.222434230405217,1.2783121558711048,1.1762191065947316,1.2619453231190778,100,0,1
2025.09.20,13:19:44,1.2322905160440887,1.2733994630308847,1.1844437095365326,1.2446375540896268,100,0,1
2025.09.20,13:20:44,1.1908896277381733,1.2249264576630068,1.1057839515054608,1.1575864682565995,100,0,1
2025.09.20,13:21:44,1.2637644454161792,1.312295667736725,1.233473614689483,1.2700192751546138,100,0,1
2025.09.20,13:22:44,1.3028160613938695,1.371897897375137,1.2678497059329847,1.3098476347484846,100,0,1
2025.09.20,13:23:44,1.3449310449484624,1.3832505337122962,1.2774318109787361,1.3052269397027432,100,0,1
2025.09.20,13:24:44,1.3321671419405117,1.4160275872892725,1.302619842254651,1.3430256207348825,100,0,1
2025.09.20,13:25:44,1.3248264767014357,1.409742739006361,1.2787275734200831,1.281028683170275,100,0,1
2025.09.20,13:26:44,1.274299163291975,1.3088573729387998,1.2152919211647157,1.266261254368137,100,0,1
2025.09.20,13:27:44,1.3046143709472326,1.3840049958269622,1.2725070528453075,1.355102278166363,100,0,1
2025.09.20,13:28:44,1.265874027789056,1.3164517900051842,1.2328165181197326,1.2741302588965995,100,0,1
2025.09.20,13:29:44,1.2736383237944955,1.3126569296826585,1.1927923565016367,1.240283497278191,100,0,1
2025.09.20,13:30:44,1.3271840312398087,1.3377357734607638,1.2631363195841652,1.2664465642047875,100,0,1
2025.09.20,13:31:44,1.2804844197863419,1.3158920520442414,1.2285366589314362,1.2981731411384945,100,0,1
2025.09.20,13:32:44,1.250400200589051,1.2899312488148635,1.2230578598091328,1.275945065496368,100,0,1
