date,time,open,high,low,close,tickvol,vol,spread
2004.05.19,01:43:45,1.320804589055906,1.3684892406902451,1.2833841314440289,1.3254421315100156,100,0,1
2004.05.20,01:43:45,1.2677180641554044,1.3076557571444192,1.2292174128039965,1.2787467519607918,100,0,1
2004.05.21,01:43:45,1.3200921357088367,1.3896760708420641,1.275570151924188,1.3501410300765921,100,0,1
2004.05.22,01:43:45,1.3635983830353366,1.4216399395913122,1.294738561791063,1.3498055902301176,100,0,1
2004.05.23,01:43:45,1.3532069884946192,1.3892422914020568,1.3097448081068115,1.3612669283582863,100,0,1
2004.05.24,01:43:45,1.356918431237916,1.3798856512092108,1.3356058474376689,1.3661730899319184,100,0,1
2004.05.25,01:43:45,1.3328292429018664,1.4096244270731837,1.2811854748911577,1.35924924271103,100,0,1
2004.05.26,01:43:45,1.385947808274309,1.4221299800766387,1.3402148770776328,1.3521724458794178,100,0,1
2004.05.27,01:43:45,1.3889157574936415,1.4668516641507656,1.3476812423550493,1.3962048025649891,100,0,1
2004.05.28,01:43:45,1.3449961092756175,1.3838126136772033,1.2777603628082375,1.3520438151427119,100,0,1
2004.05.29,01:43:45,1.3980615964676635,1.4316878686734777,1.353670739045839,1.4120225613486044,100,0,1
2004.05.30,01:43:45,1.3593145546352154,1.4358251076315343,1.2935455680490098,1.390847233182962,100,0,1
2004.05.31,01:43:45,1.3429243427849291,1.3769552266236258,1.2823120126474423,1.2968136577558482,100,0,1
2004.06.01,01:43:45,1.3823990123763368,1.4370038364128745,1.3035935487365262,1.4213442291181124,100,0,1
2004.06.02,01:43:45,1.5083182546100544,1.536636532377928,1.4491326632190087,1.4951055468522516,100,0,1
2004.06.03,01:43:45,1.4879592005512259,1.5456502457675056,1.4404296926638775,1.5397344658341683,100,0,1
2004.06.04,01:43:45,1.5162294877877098,1.5612919099653804,1.4701330454713066,1.5369467569459931,100,0,1
2004.06.05,01:43:45,1.4984940268838292,1.5427299665333225,1.4553140442859844,1.5016197656177563,100,0,1
2004.06.06,01:43:45,1.52303641410337,1.5813503495269163,1.466227860854343,1.4920452615573543,100,0,1
2004.06.07,01:43:45,1.5769976677627153,1.6451926499719105,1.5463403692836761,1.5909471651391247,100,0,1
2004.06.08,01:43:45,1.509246925109247,1.5875132188242627,1.4733041455758265,1.4899066700218329,100,0,1
2004.06.09,01:43:45,1.4952709717930348,1.559214883444427,1.4467745471115925,1.4515979969734303,100,0,1
2004.06.10,01:43:45,1.4413216156029807,1.4614583450529914,1.4061939499338056,1.437498482941628,100,0,1
2004.06.11,01:43:45,1.382301843309857,1.4455907117289615,1.3023305734872128,1.437245339887912,100,0,1
2004.06.12,01:43:45,1.4263934217515126,1.469855923614832,1.3771044472457432,1.467789494152206,100,0,1
2004.06.13,01:43:45,1.400272874746289,1.4422982938580602,1.3773028014067161,1.4132152450312527,100,0,1
2004.06.14,01:43:45,1.4815133992789842,1.5558130308612825,1.4362439307446504,1.499923957602956,100,0,1
2004.06.15,01:43:45,1.5559228880333749,1.578937921014742,1.493049708933786,1.4943202958060373,100,0,1
2004.06.16,01:43:45,1.535248451594271,1.5837478987185833,1.497852473962502,1.545404361435012,100,0,1
2004.06.17,01:43:45,1.5692929202777575,1.602623145607614,1.5090837440165672,1.5369238187987837,100,0,1
2004.06.18,01:43:45,1.544449208150675,1.5829457704946448,1.48060193787728,1.4927229553794057,100,0,1
2004.06.19,01:43:45,1.5549388335308285,1.6044959524346352,1.4981874937015562,1.5623524493137735,100,0,1
2004.06.20,01:43:45,1.4828294386349616,1.5384157052997676,1.4161270518615756,1.4984328192440919,100,0,1
2004.06.21,01:43:45,1.390527806274966,1.4372599330870244,1.387701926084001,1.4026497256564836,100,0,1
2004.06.22,01:43:45,1.4174420040606672,1.4334618634214344,1.3725712323209112,1.3997794467089333,100,0,1
2004.06.23,01:43:45,1.4593713611275188,1.4964435771244566,1.4523344156261162,1.4707450751128626,100,0,1
2004.06.24,01:43:45,1.441406257575036,1.4998486471407297,1.3640353084052381,1.4694283768349254,100,0,1
2004.06.25,01:43:45,1.4574098334540488,1.4763984659965188,1.3861288895816992,1.402514434111073,100,0,1
2004.06.26,01:43:45,1.4756357196601768,1.5105615685403617,1.4154105967573922,1.4938904561044508,100,0,1
2004.06.27,01:43:45,1.5303764271413134,1.5748916851494776,1.4932575622342437,1.5061309646549315,100,0,1
2004.06.28,01:43:45,1.609149316129121,1.6638727039781673,1.5772300351142567,1.6177096171148704,100,0,1
2004.06.29,01:43:45,1.6413144039090073,1.6950313676437285,1.5590576129019638,1.688188035668995,100,0,1
2004.06.30,01:43:45,1.677050525652724,1.7328784531267132,1.6509274261128095,1.694942676981465,100,0,1
2004.07.01,01:43:45,1.7038118754795188,1.7579540052395988,1.633344060723314,1.738927890601507,100,0,1
2004.07.02,01:43:45,1.7057343628027626,1.770260081749927,1.654488092745347,1.7362073815636638,100,0,1
2004.07.03,01:43:45,1.6136593739833718,1.620203156225444,1.5584353584561317,1.595598983905057,100,0,1
2004.07.04,01:43:45,1.594709066895656,1.6670103327496393,1.5641304272442564,1.6425609020910772,100,0,1
2004.07.05,01:43:45,1.5429317502923436,1.62073508996994,1.5016130484237105,1.5316178156751907,100,0,1
2004.07.06,01:43:45,1.5563158198948446,1.6001851879811992,1.5016678821338973,1.5535937321378908,100,0,1
2004.07.07,01:43:45,1.592750537977758,1.655025689582206,1.5115174320490274,1.5856666139084914,100,0,1
2004.07.08,01:43:45,1.6404138971143394,1.7080250162231894,1.5808564188077416,1.6781731712517163,100,0,1
