date,time,open,high,low,close,tickvol,vol,spread
2013.11.14,17:43:26,1900.03283082499,1900.114225399077,1900.0185703147113,1900.0495946761832,100,0,1
2013.11.14,21:43:26,1900.0768418158834,1900.1035756894391,1900.0333230324743,1900.0684984450859,100,0,1
2013.11.15,01:43:26,1900.1833302898651,1900.237525902277,1900.1450769304029,1900.1575755699,100,0,1
2013.11.15,05:43:26,1900.311878227444,1900.3181829388036,1900.260225585969,1900.293515873026,100,0,1
2013.11.15,09:43:26,1900.3019407872382,1900.3507313060334,1900.2415605243978,1900.3450636684963,100,0,1
2013.11.15,13:43:26,1900.2496808938,1900.261921297671,1900.1977734786487,1900.1978617273571,100,0,1
2013.11.15,17:43:26,1900.205758215881,1900.2389571236527,1900.1647423887375,1900.1728744044938,100,0,1
2013.11.15,21:43:26,1900.2324597592378,1900.3077470854878,1900.1877212461447,1900.2165647192098,100,0,1
2013.11.16,01:43:26,1900.3552222959195,1900.403392971448,1900.2891901041467,1900.3767550381147,100,0,1
2013.11.16,05:43:26,1900.3785354751149,1900.4506437891998,1900.3007596614127,1900.316999066207,100,0,1
2013.11.16,09:43:26,1900.4316906342856,1900.4859521117555,1900.4013421260315,1900.4723999875234,100,0,1
2013.11.16,13:43:26,1900.3749478843336,1900.4262543022887,1900.348902548254,1900.3538949614806,100,0,1
2013.11.16,17:43:26,1900.3820151350867,1900.4557774348827,1900.3207375699728,1900.3356702831306,100,0,1
2013.11.16,21:43:26,1900.2771317324161,1900.3251787281372,1900.243830152009,1900.2788848149194,100,0,1
2013.11.17,01:43:26,1900.2924173427261,1900.3319879492683,1900.2470012632211,1900.3294035733297,100,0,1
2013.11.17,05:43:26,1900.2676255025372,1900.3137974911447,1900.2258634153793,1900.2816736942436,100,0,1
2013.11.17,09:43:26,1900.249342191387,1900.2834779745385,1900.206632452135,1900.272888695631,100,0,1
2013.11.17,13:43:26,1900.2926396182506,1900.3465294907799,1900.2470078438982,1900.3442262861524,100,0,1
2013.11.17,17:43:26,1900.2527620005771,1900.286216302831,1900.2099677940175,1900.2405188969087,100,0,1
